SampleID,Date,Treatment,lake,seqnames,seqlength,mapped,rpkm,rpkm_relative_abundance,TPM,TPM_relative_abundance
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_7806SL;97_0_1631,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_7941;171_11_26,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9432;107_40_34,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9443;167_38_21,852,4,1.75E-05,0.277480098,2774.80098,0.277480098
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9701;179_147_15,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9717;61_13_60,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9806;156_11_81,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9807;19_6_74,870,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9808;8_13_357,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9809;120_38_49,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_S11-01;111_26_7,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_S11-05;31_13_7,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_SPC777;170_215_11,852,4,1.75E-05,0.277480098,2774.80098,0.277480098
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_SX13-01;47_251_3,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_SX13-11;129_63_1,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_Sj;88_10_17,852,8,3.49E-05,0.554960196,5549.60196,0.554960196
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_TA09;123_0_210,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_TAIHU98;80_0_355,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W11-03;144_44_9,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W11-06;94_45_9,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-11;65_65_12,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-13;39_175_8,852,1,4.37E-06,0.069370024,693.7002449,0.069370024
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-15;24_176_8,852,1,4.37E-06,0.069370024,693.7002449,0.069370024
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-16;68_179_8,852,1,4.37E-06,0.069370024,693.7002449,0.069370024
ND-18,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-18;124_15_12,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_DF17;83_65_7,852,11,4.80E-05,0.763070269,7630.702694,0.763070269
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18;91_89_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18D;131_54_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10;132_129_4,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10D;106_175_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20;12_92_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20D;44_47_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20T;16_185_6,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_WU_F_19750830_S460;4_148_6,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_flos-aquae_TF09;87_9_172,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1;100_89_30,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1D;146_76_17,852,3,1.31E-05,0.208110073,2081.100735,0.208110073
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_FACHB-1757;130_0_1928,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99;48_81_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99D;173_275_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6;169_97_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6D;112_255_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9;59_209_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9D;60_213_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26;166_96_10,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26D;178_124_10,852,3,1.31E-05,0.208110073,2081.100735,0.208110073
ND-18,18_07_25,quagga,LE,Microcystis_viridis_Mv_BB_P_19951000_S68;172_35_8,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_viridis_Mv_BB_P_19951000_S68D;69_214_13,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_viridis_Mv_BB_P_19951000_S69;6_46_13,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_viridis_Mv_BB_P_19951000_S69D;82_344_8,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_viridis_NIES-102;101_0_3523,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_LE013-01;168_6_14,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109;164_126_17,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109D;64_169_31,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4;25_152_20,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4D;34_6_17,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30;153_125_9,852,7,3.06E-05,0.485590171,4855.901715,0.485590171
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30D;135_12_17,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,Microcystis_wesenbergii_TW10;160_1_45,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,*,0,0,NA,NA,NA,NA
ND-18,18_07_25,quagga,LE,LE17-10A;96_26_33,852,8,3.49E-05,0.554960196,5549.60196,0.554960196
ND-18,18_07_25,quagga,LE,LE17-20C;181_49_19,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE18-22;158_259_30,852,122,0.0005326,8.463142988,84631.42988,8.463142988
ND-18,18_07_25,quagga,LE,LE19-10;118_691_6,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-114;5_63_0,852,12,5.24E-05,0.832440294,8324.402939,0.832440294
ND-18,18_07_25,quagga,LE,LE19-12;137_77_1,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-131;58_85_8,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-13;42_10_148,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-195;10_12_14,852,302,0.001318403,20.9497474,209497.474,20.9497474
ND-18,18_07_25,quagga,LE,LE19-196;62_435_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-197;77_185_15,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-251;152_545_16,852,125,0.000545696,8.671253062,86712.53062,8.671253062
ND-18,18_07_25,quagga,LE,LE19-281;176_983_0,789,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-338;102_251_2,852,14,6.11E-05,0.971180343,9711.803429,0.971180343
ND-18,18_07_25,quagga,LE,LE19-388;45_121_8,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-41;27_176_4,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-4;32_15_34,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-55;142_12_22,852,2,8.73E-06,0.138740049,1387.40049,0.138740049
ND-18,18_07_25,quagga,LE,LE19-59;22_858_2,852,0,0,0,0,0
ND-18,18_07_25,quagga,LE,LE19-84;86_240_15,852,6,2.62E-05,0.416220147,4162.20147,0.416220147
ND-18,18_07_25,quagga,LE,LE19-8;99_62_36,852,7,3.06E-05,0.485590171,4855.901715,0.485590171
ND-18,18_07_25,quagga,LE,LE19-98;145_13_22,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_0824;63_2_149,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_LSC13-02;23_291_0,852,8,3.44E-05,0.740896868,7408.968684,0.740896868
ND-19,18_07_25,quagga,LE,Microcystis_MC19;15_0_2257,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_M_OC_Ca_00000000_C217Col;71_55_0,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_M_OC_Ca_00000000_S217Cul;161_248_0,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_M_QC_C_20170808_M2Col;117_148_1,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_M_QC_C_20170808_M3Col;116_123_0,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_M_QC_C_20170808_M9Col;46_191_1,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_Msp_OC_L_20101000_S702;109_17_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_T1-4;79_11_2,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_11-30S32;17_16_2,852,10,4.30E-05,0.926121086,9261.210855,0.926121086
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_BK11-02;54_136_4,852,10,4.30E-05,0.926121086,9261.210855,0.926121086
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_BS11-05;26_150_8,852,30,0.000128932,2.778363257,27783.63257,2.778363257
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_BS13-02;114_114_14,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_BS13-10;70_171_8,852,175,0.000752105,16.207119,162071.19,16.207119
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_CACIAM_03;110_1_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_CHAOHU_1326;141_171_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_DA14;3_8_418,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_DIANCHI905;7_154_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_EAWAG127a;155_0_451,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_F13-15;157_55_7,852,27,0.000116039,2.500526931,25005.26931,2.500526931
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FACHB-524;165_100_300,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FCY-26;121_1452_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FCY-27;28_1478_1,168,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FCY-27;28_1478_2,324,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FCY-27;28_1478_3,405,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FCY-28;138_1436_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_FD4;21_0_3140,852,46,0.000197696,4.260156993,42601.56993,4.260156993
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G11-01;175_26_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G11-04;104_157_8,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G11-06;113_21_15,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G11-09;30_136_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-01;125_64_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-03;72_47_17,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-05;53_122_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-07;177_159_8,852,10,4.30E-05,0.926121086,9261.210855,0.926121086
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-09;95_154_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-10;122_47_1,852,48,0.000206292,4.445381211,44453.81211,4.445381211
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-11;9_154_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_G13-12;147_97_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_K13-05;35_6_28,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_K13-06;75_16_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_K13-07;37_40_11,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_K13-10;1_5_32,852,13,5.59E-05,1.203957411,12039.57411,1.203957411
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_KLA2;105_136_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_KW;98_2_566,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_L111-01;163_171_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_L211-07;40_0_50,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_L211-101;14_98_2,852,30,0.000128932,2.778363257,27783.63257,2.778363257
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_L211-11;18_94_2,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_L311-01;126_45_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LE13-04;150_173_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LE3;148_100_74,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LG11-05;108_213_3,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LG13-03;128_227_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LG13-11;143_9_15,870,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LG13-12;84_41_37,852,17,7.31E-05,1.574405845,15744.05845,1.574405845
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LG13-13;67_235_3,852,4,1.72E-05,0.370448434,3704.484342,0.370448434
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LL11-07;57_25_18,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LL13-03;78_129_15,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_LL13-06;136_138_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_AC_P_19900807_S300;103_93_12,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19;56_69_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19D;33_191_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20;127_0_74,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20D;119_124_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102;20_46_14,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102D;174_241_14,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_OC_H_19870700_S124;140_56_0,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_OC_LR_19540900_S633;66_181_12,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_B_20070730_S2;74_40_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_C_20070703_M131;85_51_32,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13;11_302_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13D;43_344_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_Ca_00000000_S207;0_303_0,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_M135;139_266_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25;89_182_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25D;81_44_11,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Ma_SC_T_19800800_S464;52_87_38,852,9,3.87E-05,0.833508977,8335.08977,0.833508977
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-1211;50_23_22,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2481;55_0_865,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2519;36_70_6,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2520;149_3_66,852,111,0.000477049,10.27994405,102799.4405,10.27994405
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2521;29_5_114,870,11,4.63E-05,0.997655956,9976.559556,0.997655956
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2522;162_49_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-2549;2_0_857,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-298;182_1424_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-3787;151_21_52,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-3804;41_38_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-3806;13_1_40,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-3807;115_9_75,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-4264;154_8_25,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-4285;92_136_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-4325;73_35_12,852,9,3.87E-05,0.833508977,8335.08977,0.833508977
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-44;76_71_40,852,12,5.16E-05,1.111345303,11113.45303,1.111345303
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-843;159_0_5491,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-87;93_5_95,852,13,5.59E-05,1.203957411,12039.57411,1.203957411
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-88;38_21_68,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NIES-98;51_66_38,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_NaRes975;134_309_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_7005;133_550_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_7806SL;97_0_1631,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_7941;171_11_26,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9432;107_40_34,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9443;167_38_21,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9701;179_147_15,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9717;61_13_60,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9806;156_11_81,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9807;19_6_74,870,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9808;8_13_357,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_PCC_9809;120_38_49,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_S11-01;111_26_7,852,6,2.58E-05,0.555672651,5556.726513,0.555672651
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_S11-05;31_13_7,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_SPC777;170_215_11,852,6,2.58E-05,0.555672651,5556.726513,0.555672651
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_SX13-01;47_251_3,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_SX13-11;129_63_1,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_Sj;88_10_17,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_TA09;123_0_210,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_TAIHU98;80_0_355,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W11-03;144_44_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W11-06;94_45_9,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-11;65_65_12,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-13;39_175_8,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-15;24_176_8,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-16;68_179_8,852,1,4.30E-06,0.092612109,926.1210855,0.092612109
ND-19,18_07_25,quagga,LE,Microcystis_aeruginosa_W13-18;124_15_12,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_DF17;83_65_7,852,4,1.72E-05,0.370448434,3704.484342,0.370448434
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18;91_89_4,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18D;131_54_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10;132_129_4,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10D;106_175_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20;12_92_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20D;44_47_4,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20T;16_185_6,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_Mf_WU_F_19750830_S460;4_148_6,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_flos-aquae_TF09;87_9_172,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1;100_89_30,852,2,8.60E-06,0.185224217,1852.242171,0.185224217
ND-19,18_07_25,quagga,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1D;146_76_17,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_FACHB-1757;130_0_1928,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99;48_81_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99D;173_275_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6;169_97_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6D;112_255_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9;59_209_10,852,0,0,0,0,0
ND-19,18_07_25,quagga,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9D;60_213_10,852,0,0,0,0,0
