"Clade","SampleID","Date","Rep","Month","Year","lake","Treatment","sample_name","sum_TPM_rel_abund","sum_TPM"
"Mae8","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",4.836557705,48365.577051
"Mae8","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",6.267139668,62671.3966804
"Mae8","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",5.796934308,57969.3430775
"Mae8","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",7.085043988,70850.439876
"Mae8","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",5.733430113,57334.30113
"Mae8","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",5.964460766,59644.60765004
"Mae8","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",7.161089879,71610.8987926
"Mae8","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",7.927500054,79275.0005476
"Mae8","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",1.279143037,12791.43037
"Mae8","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",4.40700021,44070.002104
"Mae8","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0.675026556,6750.265567
"Mae8","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.902189105,9021.8910485
"Mae8","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",1.852524274,18525.242742
"Mae8","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.35653191,3565.319104
"Mae8","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",1.126003697,11260.036964
"Mae8","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",1.025153577,10251.535767
"Mae8","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0.16183397,1618.339695
"Mae8","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0,0
"Mae8","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0.663716814,6637.168142
"Mae8","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0,0
"Mae8","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",2.687486738,26874.8673836
"Mae8","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0.477326969,4773.26969
"Mae8","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",1.216667505,12166.675057
"Mae8","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0,0
"Mae8","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.190129025,1901.290255
"Mae8","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mae8","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",5.128205128,51282.05128
"Mae8","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mae8","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",2.051152191,20511.521908
"Mae8","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",0,0
"Mae8","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",2.325581395,23255.813954
"Mae8","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",2.54740215,25474.021502
"Mae8","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",3.333333333,33333.33333
"Mae8","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0,0
"Mae8","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.560602709,5606.027093
"Mae8","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.431804491,4318.044914
"Mae8","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.192035599,1920.355994
"Mae8","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.173226339,1732.263388
"Mae8","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.215117174,2151.17174
"Mae8","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0.662342408,6623.424082
"Mae8","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",2.376581656,23765.816556
"Mae9","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0.42662116,4266.211604
"Mae9","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",0,0
"Mae9","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0,0
"Mae9","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0,0
"Mae9","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",0,0
"Mae9","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",0,0
"Mae9","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0,0
"Mae9","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.111673934,1116.739338
"Mae9","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0,0
"Mae9","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0,0
"Mae9","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0,0
"Mae9","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0,0
"Mae9","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0,0
"Mae9","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0,0
"Mae9","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",0,0
"Mae9","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",0,0
"Mae9","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",0.210585937,2105.859372
"Mae9","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0,0
"Mae9","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",0,0
"Mae9","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0,0
"Mae9","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",0,0
"Mae9","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0,0
"Mae9","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.040740717,407.4071723
"Mae9","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0,0
"Mae9","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0.494526108,4945.261076
"Mae9","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0,0
"Mae9","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0,0
"Mae9","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0,0
"Mae9","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",0,0
"Mae9","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",0,0
"Mae9","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0,0
"Mae9","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0,0
"Mae9","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.078338118,783.3811769
"Mae9","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.124707582,1247.075822
"Mae9","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0.193462308,1934.623082
"Mae9","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0,0
"Mae9","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.068360074,683.6007439
"Mae9","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0.026486146,264.8614575
"Mae9","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.08369971,836.9970969
"Mae9","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.049293064,492.9306417
"Mae9","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.056033567,560.3356713
"Mae9","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.059382023,593.8202288
"Mae9","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0,0
"Mae9","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0.113000005,1130.000054
"Mae9","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0,0
"Mae9","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0,0
"Mae9","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0,0
"Mae9","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.10186626,1018.662601
"Mae9","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0,0
"Mae9","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0,0
"Mae9","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0,0
"Mae9","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0,0
"Mae9","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0,0
"Mae9","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0,0
"Mae9","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.080223485,802.2348473
"Mae9","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0,0
"Mae9","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0,0
"Mae9","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0,0
"Mae9","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0,0
"Mae9","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mae9","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mae9","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mae9","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0,0
"Mae9","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",0,0
"Mae9","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mae9","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0,0
"Mae9","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mae9","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0,0
"Mae9","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0,0
"Mae9","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.332157301,3321.573011
"Mae9","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.448083065,4480.830653
"Mae9","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0,0
"Mae9","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.295786114,2957.861142
"Mae9","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0,0
"Mae9","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0.475316331,4753.163312
"Mfl_ae1","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0.938566553,9385.665529
"Mfl_ae1","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",2.535950252,25359.502523
"Mfl_ae1","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0.402818806,4028.188056
"Mfl_ae1","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0.491131409,4911.314087
"Mfl_ae1","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",2.079986229,20799.862289
"Mfl_ae1","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",1.075781665,10757.81664
"Mfl_ae1","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",1.25496577,12549.657699
"Mfl_ae1","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",1.45176114,14517.611393
"Mfl_ae1","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0.229214584,2292.145844
"Mfl_ae1","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.277480098,2774.80098
"Mfl_ae1","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0.370448434,3704.484342
"Mfl_ae1","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",1.997532943,19975.32943
"Mfl_ae1","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0.611911802,6119.118021
"Mfl_ae1","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.618544136,6185.44136
"Mfl_ae1","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",2.036029041,20360.290412
"Mfl_ae1","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",1.742177723,17421.777225
"Mfl_ae1","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",2.842910152,28429.101522
"Mfl_ae1","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",0.837527849,8375.278488
"Mfl_ae1","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",2.347186544,23471.865437
"Mfl_ae1","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",0.950870688,9508.706876
"Mfl_ae1","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",1.021420478,10214.204789
"Mfl_ae1","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",46.771970091,467719.700909
"Mfl_ae1","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.570370041,5703.7004123
"Mfl_ae1","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",11.97762717,119776.2717
"Mfl_ae1","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",13.723099488,137230.994876
"Mfl_ae1","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",7.945695283,79456.95283
"Mfl_ae1","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",9.316457656,93164.57656
"Mfl_ae1","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",41.867790528,418677.905281
"Mfl_ae1","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",47.924673325,479246.73325
"Mfl_ae1","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",49.041172527,490411.725265
"Mfl_ae1","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",44.111774838,441117.748377
"Mfl_ae1","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",47.247493501,472474.935004
"Mfl_ae1","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.665874,6658.740004
"Mfl_ae1","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",43.897068936,438970.689372
"Mfl_ae1","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",34.726484325,347264.843251
"Mfl_ae1","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",13.856703304,138567.0330319
"Mfl_ae1","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",14.177879424,141778.7942481
"Mfl_ae1","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",12.594162303,125941.6230229
"Mfl_ae1","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",11.937671098,119376.7109848
"Mfl_ae1","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",13.161248136,131612.48134844
"Mfl_ae1","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",13.436849397,134368.4939673
"Mfl_ae1","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",13.227345599,132273.4560028
"Mfl_ae1","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",0.365469439,3654.694392
"Mfl_ae1","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",1.24300006,12430.000594
"Mfl_ae1","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",0.613660507,6136.6050601
"Mfl_ae1","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",0.451094552,4510.945524
"Mfl_ae1","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.877511499,8775.114984
"Mfl_ae1","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.25466565,2546.656503
"Mfl_ae1","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",0.619302034,6193.0203302
"Mfl_ae1","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",0.455623812,4556.238118
"Mfl_ae1","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",0,0
"Mfl_ae1","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",0.185192281,1851.922807
"Mfl_ae1","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",1.327433628,13274.33628
"Mfl_ae1","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",0.847457627,8474.576271
"Mfl_ae1","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.882458332,8824.5833203
"Mfl_ae1","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0.556881464,5568.8146383
"Mfl_ae1","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",0.973334005,9733.340046
"Mfl_ae1","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.293479196,2934.791959
"Mfl_ae1","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.760516102,7605.16102
"Mfl_ae1","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",1.388888889,13888.88889
"Mfl_ae1","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",0,0
"Mfl_ae1","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",4.838709677,48387.09677
"Mfl_ae1","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0,0
"Mfl_ae1","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",2.272727273,22727.27273
"Mfl_ae1","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mfl_ae1","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0.710902926,7109.029256
"Mfl_ae1","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",1.666666667,16666.66667
"Mfl_ae1","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0.731593486,7315.934863
"Mfl_ae1","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.49052737,4905.273706
"Mfl_ae1","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",1.295413474,12954.1347422
"Mfl_ae1","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.704130531,7041.3053128
"Mfl_ae1","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.485033749,4850.3374851
"Mfl_ae1","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.564682581,5646.8258169
"Mfl_ae1","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",2.318198428,23181.984282
"Mfl_ae1","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0.712974497,7129.744968
"Mfl_ae2","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",0,0
"Mfl_ae2","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",0.845316751,8453.167509
"Mfl_ae2","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",0.134272935,1342.729352
"Mfl_ae2","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",0,0
"Mfl_ae2","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",0,0
"Mfl_ae2","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",0.30736619,3073.661897
"Mfl_ae2","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",0.752979462,7529.794618
"Mfl_ae2","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",0.781717537,7817.175365
"Mfl_ae2","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",0.458429169,4584.291687
"Mfl_ae2","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",0.416220147,4162.20147
"Mfl_ae2","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",0.185224217,1852.242171
"Mfl_ae2","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",0.322182733,3221.827327
"Mfl_ae2","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",0.786743746,7867.4374553
"Mfl_ae2","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",0.088363448,883.63448
"Mfl_ae2","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",1.317430556,13174.305562
"Mfl_ae2","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",2.613266583,26132.66583
"Mfl_ae2","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",1.052929686,10529.296861
"Mfl_ae2","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",1.675055698,16750.55698
"Mfl_ae2","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",1.122567477,11225.67477
"Mfl_ae2","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",1.901741376,19017.4137556
"Mfl_ae2","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",1.702367465,17023.67465
"Mfl_ae2","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0.196934611,1969.346109
"Mfl_ae2","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",0.366666455,3666.6645503
"Mfl_ae2","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",1.298778849,12987.78849
"Mfl_ae2","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",0.123631527,1236.315269
"Mfl_ae2","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.893890719,8938.907193
"Mfl_ae2","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.561232389,5612.323889
"Mfl_ae2","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0,0
"Mfl_ae2","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",0,0
"Mfl_ae2","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",0,0
"Mfl_ae2","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",0.969489557,9694.895569
"Mfl_ae2","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0,0
"Mfl_ae2","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.117507177,1175.0717653
"Mfl_ae2","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.623537911,6235.379111
"Mfl_ae2","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",0.193462308,1934.623082
"Mfl_ae2","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.183989421,1839.894215
"Mfl_ae2","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.246096268,2460.9626778
"Mfl_ae2","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",0.397292186,3972.921862
"Mfl_ae2","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",0.292948984,2929.489839
"Mfl_ae2","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",0.374627288,3746.272877
"Mfl_ae2","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.347408116,3474.0811623
"Mfl_ae2","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",0.10391854,1039.1854
"Mfl_ae2","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",1.461877757,14618.77757
"Mfl_ae2","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",0,0
"Mfl_ae2","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",1.534151265,15341.51265
"Mfl_ae2","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",1.466057295,14660.57295
"Mfl_ae2","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.585007666,5850.076656
"Mfl_ae2","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",0.814930081,8149.300811
"Mfl_ae2","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",1.801605914,18016.05914
"Mfl_ae2","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",1.594683341,15946.83341
"Mfl_ae2","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",1.132837787,11328.37787
"Mfl_ae2","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",1.851922807,18519.22807
"Mfl_ae2","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0.663716814,6637.168142
"Mfl_ae2","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",1.97740113,19774.0113
"Mfl_ae2","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.080223485,802.2348473
"Mfl_ae2","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",1.591089897,15910.89897
"Mfl_ae2","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",1.460001007,14600.01007
"Mfl_ae2","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",1.027177186,10271.77186
"Mfl_ae2","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.760516102,7605.16102
"Mfl_ae2","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",0,0
"Mfl_ae2","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",2.564102564,25641.02564
"Mfl_ae2","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",0,0
"Mfl_ae2","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0,0
"Mfl_ae2","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",1.136363636,11363.63636
"Mfl_ae2","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",0,0
"Mfl_ae2","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0.177725731,1777.257314
"Mfl_ae2","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",1.666666667,16666.66667
"Mfl_ae2","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",0.548695115,5486.951147
"Mfl_ae2","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",0.490527371,4905.273706
"Mfl_ae2","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",0.896824713,8968.247129
"Mfl_ae2","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",0.928172064,9281.720639
"Mfl_ae2","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",0.62361482,6236.148196
"Mfl_ae2","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",0.806689402,8066.894023
"Mfl_ae2","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0,0
"Mfl_ae2","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",0.475316331,4753.163312
"Mfl_ae3","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",2.04778157,20477.8157
"Mfl_ae3","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",4.790128255,47901.282553
"Mfl_ae3","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",4.162460991,41624.60991
"Mfl_ae3","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",3.7653408,37653.408
"Mfl_ae3","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",1.871987606,18719.87606
"Mfl_ae3","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",2.458929518,24589.29518
