Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Treatment	Timepoint	Culture	NPratio	REP	GROUP	NOTE
11/21/25 14:11	2.74	0	0	0	0	2.74	100	-0.34	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:11	2.72	0	0	0	0	2.72	100	-0.32	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:11	2.6	0	0	0	0	2.6	100	-0.34	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:11	2.52	0	0.04	0	0	2.56	100	-0.33	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:11	2.58	0	0.01	0	0.01	2.59	100	-0.35	24.64	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:11	2.62	0	0	0	0.01	2.62	100	-0.35	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:12	2.56	0	0	0	0.01	2.56	100	-0.35	24.63	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:12	2.56	0	0	0	0	2.56	100	-0.35	24.64	CHLAMY_5	T1	CHLAMY	5	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:13	3.38	2.29	0	0	0.14	5.67	99.05	-0.35	24.68	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.16	2.35	0	0	0.16	5.51	99.23	-0.34	24.64	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.21	2.29	0	0	0.15	5.5	98.86	-0.35	24.66	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.15	2.32	0	0	0.18	5.47	99.04	-0.35	24.68	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.05	2.29	0	0	0.19	5.34	99	-0.35	24.69	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.03	2.32	0	0	0.19	5.35	98.93	-0.35	24.69	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.12	2.32	0	0	0.18	5.44	98.71	-0.35	24.68	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.15	2.34	0	0	0.18	5.49	98.91	-0.35	24.68	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:13	3.12	2.38	0	0	0.17	5.5	98.91	-0.35	24.68	MIX3_5	T1	LE19-114	5	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:14	3.82	0	0.07	0	0.01	3.9	100	-0.35	24.63	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.83	0	0	0	0	3.83	100	-0.33	24.64	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.63	0	0	0.03	0.04	3.66	100	-0.33	24.64	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.52	0	0.12	0	0.05	3.64	100	-0.36	24.63	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.58	0	0.11	0	0.03	3.69	100	-0.35	24.63	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.58	0	0.07	0	0.02	3.65	100	-0.34	24.64	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.35	0	0.22	0	0.03	3.57	100	-0.34	24.66	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.49	0	0	0.02	0.07	3.37	100	-0.35	24.66	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:14	3.32	0	0.13	0	0.03	3.51	100	-0.36	24.67	CHLAMY_80	T1	CHLAMY	80	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:15	3.92	3.02	0	0.01	0.02	6.95	100	-0.35	24.63	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.63	2.99	0	0	0.1	6.63	100	-0.35	24.63	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.47	2.99	0	0.08	0.1	6.54	100	-0.35	24.64	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.76	3.01	0	0	0.04	6.77	100	-0.35	24.65	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.52	2.96	0	0.11	0.11	6.6	100	-0.34	24.68	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.49	2.89	0	0.21	0.11	6.59	100	-0.34	24.68	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.47	2.97	0	0.15	0.08	6.6	100	-0.35	24.68	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.37	2.95	0	0.08	0.16	6.4	100	-0.35	24.69	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.62	2.99	0	0.1	0.09	6.71	100	-0.35	24.68	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
11/21/25 14:15	3.63	2.97	0	0.07	0.05	6.67	100	-0.35	24.68	MIX1_80	T1	LE19-195	80	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:16	3.87	2.91	0	0	0.07	6.78	100	-0.34	24.69	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.7	3.02	0	0	0.11	6.72	100	-0.34	24.69	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.88	2.92	0	0	0.09	6.8	100	-0.35	24.71	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.73	2.95	0.04	0.02	0.1	6.75	100	-0.35	24.71	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.7	2.85	0	0.08	0.1	6.63	100	-0.35	24.71	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.96	2.92	0	0	0.05	6.89	100	-0.35	24.7	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.81	2.92	0	0.01	0.1	6.75	100	-0.34	24.69	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.68	2.9	0	0.02	0.11	6.6	100	-0.34	24.7	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
11/21/25 14:16	3.95	2.93	0	0	0.07	6.88	100	-0.33	24.72	MIX3_80	T1	LE19-114	80	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:17	2.49	2.52	0	0	0.11	5.02	100	-0.35	24.7	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.24	2.57	0	0	0.13	4.81	100	-0.36	24.7	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.19	2.6	0	0	0.16	4.79	100	-0.34	24.72	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.39	2.52	0	0	0.12	4.91	100	-0.35	24.72	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.27	2.55	0	0	0.12	4.82	100	-0.35	24.75	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.37	2.54	0	0	0.12	4.91	100	-0.34	24.74	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.25	2.53	0	0	0.13	4.77	100	-0.35	24.74	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.37	2.58	0	0	0.11	4.94	100	-0.34	24.76	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
11/21/25 14:17	2.28	2.49	0	0	0.14	4.77	100	-0.35	24.75	MIX1_Q1_5	T1	LE19-195	5	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:18	2.72	0	0	0	0.05	2.72	100	-0.35	24.7	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.65	0	0	0	0.03	2.65	100	-0.35	24.7	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.79	0	0	0	0.02	2.79	100	-0.34	24.72	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.69	0	0	0	0.03	2.69	100	-0.35	24.74	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.74	0	0.01	0	0	2.75	100	-0.35	24.75	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.66	0	0.02	0	0.02	2.68	100	-0.34	24.73	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.75	0	0	0	0.01	2.75	100	-0.35	24.74	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.79	0	0	0	0.02	2.79	100	-0.35	24.75	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
11/21/25 14:18	2.63	0	0	0	0.04	2.63	100	-0.35	24.75	CHLAMY_Q1_5	T1	CHLAMY	5	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:20	2.19	0	0	0	0.28	2.19	60.85	-0.34	24.63	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	2.13	0	0	0	0.28	2.13	63.27	-0.35	24.68	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	2.49	0	0	0	0.22	2.49	66.47	-0.34	24.69	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	2.73	0	0	0	0.19	2.73	71.13	-0.35	24.69	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	2.88	0	0.07	0	0.15	2.95	75.59	-0.35	24.69	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	3.13	0	0.11	0	0.1	3.24	81.63	-0.34	24.69	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	2.98	0.01	0.32	0	0.08	3.31	88.93	-0.35	24.7	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	3.49	0	0.15	0.06	0.02	3.7	97.03	-0.34	24.7	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	3.17	0	0.17	0	0.03	3.34	100	-0.36	24.69	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
11/21/25 14:20	3.48	0	0.07	0	0.03	3.55	100	-0.35	24.7	CHLAMY_Q1_80	T1	CHLAMY	80	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:21	2.88	2.22	0	0	0.18	5.1	100	-0.35	24.72	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.68	2.26	0	0	0.19	4.94	100	-0.35	24.72	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.72	2.23	0	0	0.19	4.96	100	-0.35	24.73	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.82	2.29	0	0	0.16	5.11	100	-0.34	24.74	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.74	2.26	0	0	0.17	4.99	100	-0.35	24.75	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.67	2.29	0	0	0.21	4.96	100	-0.35	24.75	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.59	2.24	0	0	0.21	4.83	100	-0.35	24.75	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.63	2.26	0	0.01	0.19	4.9	100	-0.36	24.76	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.72	2.27	0	0.01	0.19	5	100	-0.35	24.75	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
11/21/25 14:21	2.84	2.26	0	0	0.16	5.1	100	-0.35	24.76	MIX3_Q1_5	T1	LE19-114	5	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:23	3.48	2.88	0	0.06	0.1	6.42	100	-0.35	24.66	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.36	2.85	0	0.11	0.11	6.32	100	-0.35	24.67	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.35	2.93	0	0.06	0.11	6.35	100	-0.35	24.68	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.24	2.92	0	0.06	0.11	6.22	100	-0.35	24.68	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.44	2.9	0	0.05	0.08	6.39	100	-0.35	24.68	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.37	2.93	0	0.02	0.11	6.32	100	-0.35	24.68	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.53	2.93	0	0	0.08	6.46	100	-0.35	24.69	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.14	2.87	0	0.21	0.12	6.21	100	-0.34	24.69	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
11/21/25 14:23	3.05	2.93	0.16	0.06	0.12	6.21	100	-0.36	24.69	MIX3_Q1_80	T1	LE19-114	80	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:24	2.25	0	0.01	0	0	2.26	100	-0.35	24.66	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.28	0	0	0	0	2.28	100	-0.35	24.67	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.29	0	0	0	0	2.29	100	-0.35	24.66	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.27	0	0	0	0	2.27	100	-0.34	24.68	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.29	0	0	0	0	2.29	100	-0.35	24.68	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.21	0	0	0	0.01	2.21	100	-0.35	24.68	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.29	0	0	0	0.01	2.29	100	-0.35	24.69	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.25	0	0	0	0	2.25	100	-0.35	24.69	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
11/21/25 14:24	2.25	0	0	0	0	2.25	100	-0.35	24.7	CHLAMY_Q2_5	T1	CHLAMY	5	R2	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:25	3.49	3.12	0	0.12	0.07	6.74	100	-0.33	24.78	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.18	3.16	0	0.1	0.09	6.44	100	-0.36	24.79	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.22	3.15	0	0.06	0.08	6.43	100	-0.35	24.79	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.3	3.2	0	0.08	0.09	6.58	100	-0.35	24.8	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.31	3.17	0	0.02	0.06	6.51	100	-0.35	24.81	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.21	3.18	0	0.04	0.09	6.42	100	-0.35	24.78	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.37	3.18	0	0.09	0.06	6.64	100	-0.34	24.78	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
11/21/25 14:25	3.27	3.15	0	0.09	0.08	6.51	100	-0.35	24.79	MIX1_Q1_80	T1	LE19-195	80	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:26	2.68	5.8	0	0	0.41	8.47	100	-0.34	24.83	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.7	5.91	0	0	0.42	8.61	100	-0.35	24.82	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.72	5.89	0	0	0.42	8.61	100	-0.35	24.82	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.81	5.82	0	0	0.4	8.63	100	-0.36	24.82	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.95	5.77	0	0	0.4	8.72	100	-0.34	24.82	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.66	5.87	0	0	0.44	8.53	100	-0.36	24.82	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.87	5.83	0	0	0.37	8.7	100	-0.35	24.84	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	3.04	5.81	0	0	0.37	8.85	100	-0.31	24.84	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
11/21/25 14:26	2.78	5.83	0	0	0.4	8.62	100	-0.36	24.84	MIX13_Q1_5	T1	LE19-195AND114	5	R1	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:27	3.5	2.75	0	0	0.12	6.26	100	-0.35	24.82	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.33	2.83	0.03	0	0.11	6.19	100	-0.36	24.83	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.65	2.79	0	0	0.08	6.44	100	-0.35	24.84	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.4	2.75	0	0.09	0.11	6.24	100	-0.35	24.84	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.51	2.78	0	0	0.11	6.29	99.9	-0.34	24.84	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	2.88	2.77	0	0.12	0.2	5.78	100	-0.38	24.84	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.44	2.8	0	0.04	0.11	6.29	100	-0.36	24.84	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.41	2.78	0	0	0.1	6.19	100	-0.35	24.86	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
11/21/25 14:27	3.42	2.76	0	0	0.12	6.18	100	-0.35	24.83	MIX3_Q2_80	T1	LE19-114	80	R2	QUAGGA	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:28	3.15	3.03	0	0	0.14	6.18	100	-0.34	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.03	3.11	0	0	0.15	6.13	100	-0.35	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.03	3.05	0	0	0.16	6.08	100	-0.35	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.08	3.07	0	0	0.14	6.15	100	-0.36	24.81	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.14	3.01	0	0	0.15	6.16	100	-0.35	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.24	3.07	0	0	0.13	6.31	100	-0.35	24.83	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.26	3.07	0	0	0.14	6.33	100	-0.34	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.12	3.08	0	0	0.14	6.2	100	-0.35	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
11/21/25 14:28	3.17	3.12	0	0	0.14	6.29	100	-0.35	24.82	MIX1_5	T2	LE19-195	5	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:29	2.6	0	0	0	0	2.6	100	-0.35	24.79	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.56	0	0	0	0.02	2.56	100	-0.36	24.81	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.54	0	0	0	0	2.54	100	-0.34	24.81	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.49	0	0	0	0	2.49	100	-0.35	24.82	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.58	0	0	0	0	2.58	100	-0.36	24.81	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.49	0	0	0	0.01	2.49	100	-0.35	24.82	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.52	0	0	0	0	2.52	100	-0.34	24.82	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.56	0	0	0	0	2.56	100	-0.35	24.82	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
11/21/25 14:29	2.57	0	0	0	0	2.57	100	-0.35	24.82	CHLAMY_5	T2	CHLAMY	5	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:30	3.29	2.2	0	0	0.17	5.49	100	-0.35	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	2.98	2.28	0	0	0.21	5.26	100	-0.35	24.74	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.23	2.22	0	0	0.17	5.45	100	-0.35	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.13	2.2	0	0	0.19	5.33	100	-0.35	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.2	2.19	0	0	0.18	5.39	100	-0.34	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	2.89	2.27	0	0	0.22	5.17	100	-0.37	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.26	2.22	0	0	0.17	5.49	100	-0.35	24.76	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.34	2.13	0	0	0.16	5.46	100	-0.35	24.75	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
11/21/25 14:30	3.21	2.19	0	0	0.16	5.4	100	-0.34	24.77	MIX3_5	T2	LE19-114	5	R1	CONTROL	NEW
Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample							NEW
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C							NEW
11/21/25 14:31	3.23	0.01	0.23	0	0.02	3.47	100	-0.35	24.83	CHLAMY_80	T2	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:31	3.33	0	0	0.04	0.08	3.37	100	-0.35	24.82	CHLAMY_80	T2	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:31	3.27	0	0.14	0	0.03	3.41	100	-0.35	24.82	CHLAMY_80	T2	CHLAMY	80	R1	CONTROL	NEW
11/21/25 14:31	3.43	0	0.09	0	0.04	3.52	100	-0.34	24.82	CHLAMY_80	T2	CHLAMY	80	R1	CONTROL	NEW
