Tank,ExperimentDate,Month,Day,Year,category,exp_id,V,WaterLocation,quagga_elapsed_hour,quagga_VFMx,Z0,ZFM,avg_control_elapsed_hour,avg_C0,avg_CFM,FI
Q2,8/22/19,8,22,2019,blugrn,234,14000,SB15,4.59442315876484,13850,5.18518518518519,5.18068965517241,4.63147333551336,5.24801889866406,5.2925,1.41806913704743
Q2,8/22/19,8,22,2019,crypto,234,14000,SB15,4.59442315876484,13850,3.84259259259259,3.36241379310345,4.63147333551336,3.68950146627566,3.54944444444444,14.4417600050434
Q2,8/22/19,8,22,2019,diatom,234,14000,SB15,4.59442315876484,13850,0.49037037037037,0.399310344827586,4.63147333551336,0.59276311502118,0.837555555555555,83.9670919633658
Q2,8/22/19,8,22,2019,grn,234,14000,SB15,4.59442315876484,13850,0,0,4.63147333551336,0,0,NA
Q2,8/22/19,8,22,2019,total,234,14000,SB15,4.59442315876484,13850,9.5162962962963,8.94137931034483,4.63147333551336,9.52964483545129,9.67894444444445,11.862835734885
Q2,8/22/19,8,22,2019,yellow_sub,234,14000,SB15,4.59442315876484,13850,0.731851851851852,0.760689655172414,4.63147333551336,0.721176278918214,0.711166666666667,-8.01774215901495
Q2,8/8/2019 Whole,8,8,2019 Whole,blugrn,220-Whole,14000,SB15,5.25,13850,2.67365853658537,2.5604347826087,5.2762769823273,2.69108312858313,2.57300940438871,-0.212917652662744
Q2,8/8/2019 Whole,8,8,2019 Whole,crypto,220-Whole,14000,SB15,5.25,13850,2.64634146341463,2.72739130434783,5.2762769823273,2.73084971334971,2.84352664576803,1.36863566692469
Q2,8/8/2019 Whole,8,8,2019 Whole,diatom,220-Whole,14000,SB15,5.25,13850,1.7880487804878,1.18652173913043,5.2762769823273,1.81634725634726,1.68974399164054,45.0464520812631
Q2,8/8/2019 Whole,8,8,2019 Whole,grn,220-Whole,14000,SB15,5.25,13850,0,0,5.2762769823273,0,0,NA
Q2,8/8/2019 Whole,8,8,2019 Whole,total,220-Whole,14000,SB15,5.25,13850,7.10658536585366,6.47391304347826,5.2762769823273,7.23879402129402,7.10574712643678,9.95872491883757
Q2,8/8/2019 Whole,8,8,2019 Whole,yellow_sub,220-Whole,14000,SB15,5.25,13850,0.82219512195122,0.77,5.2762769823273,0.822358722358722,0.750449320794148,-3.45564713914708
Q2,9/18/19,9,18,2019,blugrn,261,14000,WE4,2.7422113290098,13900,0.923823529411765,0.902222222222222,2.69820673006552,0.923272772216043,1.05498127619138,40.0806651401391
Q2,9/18/19,9,18,2019,crypto,261,14000,WE4,2.7422113290098,13900,0.397941176470588,0.0419444444444444,2.69820673006552,0.451710879653038,0.281574196047171,453.691621545239
Q2,9/18/19,9,18,2019,diatom,261,14000,WE4,2.7422113290098,13900,0.832647058823529,0.0833333333333333,2.69820673006552,0.760247637666992,0.859659323510934,618.937427725328
