Tank,TimePoint,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,ExperimentDate,WaterLocation,ExperimentJD,InitialFinal
C1,0,6/29/18 9:26,0.33,4.15,1.54,0,1.82,6.02,94.98,-0.01,24.42,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:26,0,1.15,1.64,0,1.84,2.79,95.48,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:26,0,1.6,0,1.36,1.92,2.96,94.95,-0.01,24.41,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:26,2.07,6.62,0.27,0,1.88,8.95,94.97,-0.01,24.42,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:26,0,2.08,1.13,0,1.99,3.21,92.54,-0.02,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:26,1.04,1.43,0.9,0,1.84,3.37,95.62,-0.01,24.42,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.23,0.65,0.63,1.95,2.51,94.83,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.61,1.89,0,1.88,3.5,93.25,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.45,0,1.29,1.97,2.73,95.44,-0.01,24.42,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0.38,2.89,1.12,0,1.87,4.39,94.95,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,3.5,1.17,0,1.94,4.67,93.93,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0.22,1.37,0.93,0.4,1.9,2.92,94.97,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,1.18,1.85,1.01,0,1.86,4.03,93.54,-0.02,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.15,1.32,0.18,1.84,2.65,94.78,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.75,1.61,0,1.92,3.37,95,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0.06,1.17,1.63,0,1.86,2.87,94.6,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,1.57,2.52,0.78,0,1.85,4.87,94.64,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.92,1.2,0.46,1.85,3.57,94.64,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,1.23,1.58,0,1.87,2.81,94.76,-0.02,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,2.36,0,1.27,1.89,3.63,94.56,-0.01,24.43,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0.53,2.6,1.25,0,1.77,4.38,94.85,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,2.63,6.78,0.25,0,1.68,9.66,94.49,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,2.59,1.76,0.07,1.8,4.42,94.32,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,2.78,0,1.47,1.96,4.25,94.91,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,1.44,5.65,1.03,0,1.78,8.13,92.65,-0.01,24.44,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0.25,0.94,1.38,0,1.86,2.57,95.05,-0.01,24.45,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,2.25,0,1.34,1.98,3.6,94.59,-0.01,24.45,6/28/18,WE4,180,Initial
C1,0,6/29/18 9:27,0,3.53,0,1.18,1.98,4.71,93.79,-0.01,24.45,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:35,0.52,0.83,1.23,0,1.83,2.58,94.13,0.01,24.67,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:35,0,0.95,1.54,0,1.83,2.49,94.52,-0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:35,0,1.42,1.36,0,1.87,2.78,93.45,-0.01,24.67,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:35,0.35,0.89,1.36,0,1.86,2.61,94.24,0.03,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.95,1.24,1,0,1.82,3.2,93.88,0.03,24.67,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.13,2.25,1.56,0,1.82,3.94,93.27,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.02,1.85,1.67,0,1.8,3.55,93.03,-0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0,1.59,1.41,0,1.84,3,93.18,-0.02,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.61,2.14,1.39,0,1.74,4.14,92.83,-0.01,24.67,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.43,0.95,1.19,0,1.84,2.58,93.28,0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,1.05,0.67,0.94,0,1.76,2.67,94.01,0.03,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.34,0.91,1.29,0,1.83,2.54,93.47,-0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,1.1,1.07,0.93,0,1.78,3.09,94.78,0.03,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.18,0.87,1.35,0,1.84,2.4,93.81,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.03,1.54,1.61,0,1.81,3.18,93.23,0.01,24.69,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.01,1.73,1.45,0,1.87,3.19,93.12,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.33,1.66,1.17,0,1.87,3.16,93.14,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.32,1.26,1.21,0,1.87,2.79,93.53,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0,1.21,1.55,0,1.81,2.76,93.74,0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,1.3,3.49,0.77,0,1.76,5.56,93.17,-0.01,24.69,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0,2.65,1.83,0,1.79,4.48,93.59,0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0,1.73,1.68,0,1.84,3.41,93.54,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.63,1.66,1.37,0,1.77,3.66,93.43,0,24.69,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.66,0.94,1.13,0,1.81,2.73,93.3,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.53,1.01,1.26,0,1.84,2.8,93.82,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.73,1.5,0.99,0,1.82,3.21,93.7,0,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0,1.16,0.42,0.75,1.9,2.32,93.74,0.01,24.68,6/28/18,WE4,180,Initial
C2,0,6/29/18 9:36,0.47,1.34,1.17,0,1.79,2.99,93.41,-0.01,24.69,6/28/18,WE4,180,Initial
C3,0,6/29/18 9:41,0,1.62,1.65,0,1.89,3.26,93.36,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.15,1.58,0.24,1.88,2.96,94.29,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.55,1.15,0.55,1.89,3.25,93.99,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2.29,1.84,0,1.82,4.14,93.74,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.16,1.82,1.57,0,1.87,3.54,93.44,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.13,1.69,1.65,0,1.89,3.47,93.99,0,24.79,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.27,1.7,0,1.87,2.97,93.66,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.56,1.78,0,1.84,3.34,93.47,0,24.79,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2,1.58,0,1.9,3.58,93.73,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.42,1.48,0,1.88,2.9,93.59,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2.07,2.01,0,1.83,4.08,94.06,-0.01,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.25,2.28,1.53,0,1.86,4.05,93.77,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2.39,1.83,0,1.83,4.23,93.97,-0.01,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.27,1.61,0,1.86,2.88,93.59,0,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.97,1.77,0,1.88,3.75,93.04,0,24.79,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.96,1.47,1.13,0,1.8,3.56,93.79,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.33,1.68,0,1.86,3.02,93.57,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.86,1.6,0,1.89,3.46,93.43,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.53,2,1.56,0,1.83,4.09,93.38,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.4,3.57,1.69,0,1.79,5.66,93.33,-0.01,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.3,1.67,0,1.86,2.96,93.46,0,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2.17,1.79,0,1.89,3.96,93.39,0,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.23,0.73,0.71,1.93,2.67,93.43,0,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,3.56,2.1,0,1.81,5.66,93,-0.01,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.03,1.61,0,1.86,2.64,93.1,0,24.81,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,2.12,1.61,0,1.88,3.73,93.05,0,24.82,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0.22,2.84,1.37,0,1.85,4.43,93.7,0,24.8,6/28/18,WE4,180,
C3,0,6/29/18 9:41,0,1.16,1.6,0,1.88,2.76,93.42,0,24.81,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.42,1.46,1.41,0,1.84,3.29,93.69,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0,1.33,0.8,0.4,1.94,2.53,92.32,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.3,1.16,1.59,0,1.85,3.05,93.1,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.04,2.05,1.5,0,1.93,3.6,93.47,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,1.01,2.31,1.21,0,1.8,4.53,93.68,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0,1.09,1.3,0,1.93,2.4,92.36,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.66,1.09,1.1,0,1.91,2.85,93.79,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.78,1.32,1.24,0,1.86,3.35,93.82,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.47,1.65,1.62,0,1.83,3.75,92.8,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.65,1.23,1.19,0,1.9,3.07,93.88,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.73,1.07,1.21,0,1.86,3.01,93.52,0,24.93,6/28/18,WE4,180,
Q1,0,6/29/18 9:47,0.87,0.85,1.59,0,1.67,3.31,92.04,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.47,1.85,0,1.72,3.32,93.54,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.19,1.41,0.06,1.86,2.66,92.01,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.13,1,1.51,0,1.92,2.63,93.77,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.36,1.15,0,1.99,2.51,93.27,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.45,1.72,0,1.89,3.18,93.22,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,1.16,1.44,1.05,0,1.85,3.65,94,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.27,1.02,1.48,0,1.9,2.77,92.78,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.17,1.14,1.51,0,1.89,2.82,94.25,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,1.09,1.44,1.17,0,1.84,3.7,94.14,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.75,2.17,1.25,0,1.8,4.16,93.46,0,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.92,1.7,0,1.8,3.62,93.34,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.33,1.02,1.47,0,1.9,2.82,93.2,0,24.93,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0,1.29,1.54,0.04,1.95,2.87,93.81,-0.01,24.94,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.33,1.38,1.39,0,1.88,3.09,93.14,-0.01,24.93,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.5,1.27,1.41,0,1.87,3.19,93.26,-0.01,24.95,6/28/18,WE4,180,
Q1,0,6/29/18 9:48,0.38,0.9,1.28,0,1.87,2.56,93.24,-0.01,24.95,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,2.39,1.42,0,1.95,3.81,95.72,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,2.3,1.47,0,1.92,3.77,95.66,-0.01,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.09,3.66,0,0.97,2.14,4.71,95.22,-0.01,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.03,1.13,1.42,0,1.96,2.58,95.62,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.13,1.22,1.43,0,1.97,2.79,95.64,-0.01,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.68,0.5,0.88,1.92,3.06,95.16,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.77,3.08,0.92,0,1.88,4.77,95.28,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,2.3,1.65,0,1.9,3.95,95.24,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,2.23,1.56,0,1.93,3.79,94.85,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,1.64,3.36,0.44,0,1.83,5.44,95.58,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.33,1.96,1.08,0,1.97,3.38,95.21,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.08,1.09,1.4,0,1.94,2.57,95.14,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,2.35,1.47,0,1.91,3.82,95.29,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.86,4.02,0.85,0,1.86,5.73,95.04,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.86,0,1.34,1.93,3.2,95.1,0,25.02,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.37,1.46,1.29,0,1.92,3.12,95.2,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.28,2.58,1.29,0,1.91,4.16,95.47,0,25.02,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.1,1.34,1.27,0,1.98,2.7,95.4,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.34,1.62,1.14,0,1.94,3.1,95.49,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.41,1.47,0,1.92,2.89,95.2,-0.01,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.39,1.58,0.72,0.47,1.93,3.17,95.16,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,4.73,1.83,0,1.85,6.56,95.01,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.52,0.73,0.7,1.94,2.95,95,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.36,1.25,1.14,0,1.94,2.75,95.49,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0.25,1.71,1.28,0,1.92,3.24,95.99,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.59,1.2,0.15,1.96,2.94,95.69,0,25.04,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.49,0.15,1.16,1.96,2.8,95.28,0,25.03,6/28/18,WE4,180,
Q2,0,6/29/18 9:53,0,1.29,1.4,0,1.97,2.69,95.06,0,25.03,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.61,1.56,1.17,0,1.88,3.34,94.8,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.27,0.86,1.35,0,1.86,2.49,94.21,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0,0.98,1.51,0,1.88,2.5,94.15,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.41,1.01,1.27,0,1.88,2.69,94.42,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0,0.96,1.28,0,1.9,2.24,94.39,0.02,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.41,0.87,1.27,0,1.86,2.56,94.59,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.24,0.86,1.39,0,1.83,2.5,95.1,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.24,0.78,1.36,0,1.85,2.38,94.21,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.18,1.46,1.39,0,1.87,3.02,94.43,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.41,1.7,1.34,0,1.81,3.44,94.68,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.46,1.59,1.25,0,1.86,3.3,94.82,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0,1.39,1.51,0,1.89,2.9,94.63,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.84,1.21,1.06,0,1.83,3.11,93.35,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.18,1.05,1.36,0,1.89,2.59,94.09,0.01,25.13,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.47,1.06,1.1,0,1.91,2.64,94.8,0.02,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.49,0.95,1.16,0,1.9,2.6,94.49,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.09,1.18,1.45,0,1.87,2.71,95.02,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.47,1.24,1.36,0,1.82,3.06,94.05,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.43,0.87,1.42,0,1.82,2.73,94.98,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.76,1.44,1.24,0,1.81,3.43,94.92,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.58,1.21,1.22,0,1.86,3.01,94.51,0.01,25.11,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.55,0.76,1.21,0,1.84,2.51,94.5,0.02,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,0.4,1.35,1.11,0,1.92,2.86,94.48,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:58,1.14,1.86,0.92,0,1.8,3.92,94.09,0.01,25.12,6/28/18,WE4,180,
Q3,0,6/29/18 9:59,0.24,1.08,1.38,0,1.88,2.7,94.27,0.01,25.13,6/28/18,WE4,180,
Q3,0,6/29/18 9:59,0.53,2.1,1.19,0,1.84,3.82,93.72,0,25.13,6/28/18,WE4,180,
Q3,0,6/29/18 9:59,0.34,1.32,1.3,0,1.9,2.95,94.02,0.01,25.13,6/28/18,WE4,180,
Q3,0,6/29/18 9:59,0.53,1.16,1.24,0,1.88,2.94,93.68,0.01,25.13,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.12,2.93,1.57,0,1.88,4.62,95.49,0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,2.24,1.76,0,1.87,3.99,94.65,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.06,1.91,1.42,0,1.93,3.39,94.45,0.01,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.49,1.55,1.7,0,1.85,3.73,95.34,-0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.24,1.48,0,1.88,2.72,95.38,-0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.61,1.53,1.17,0,1.87,3.32,95.08,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.28,1.89,1.43,0,1.85,3.6,94.76,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,2.03,0.31,1.05,1.96,3.39,94.13,0,25.18,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,2.9,1.67,0,1.83,4.57,94.51,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.91,1.78,0.92,0,1.87,3.6,94.93,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.94,1.49,0.01,1.9,3.45,94.82,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.1,0.97,1.45,0,1.89,2.52,94.94,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.37,1.55,0,1.91,2.92,95,0.01,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.33,1,1.34,0,1.9,2.68,94.72,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.03,0.95,1.31,0,1.92,2.29,94.9,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.02,1.27,1.57,0,1.89,2.86,94.63,0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.31,1.5,0,1.89,2.81,94.77,0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.32,1.59,1.42,0,1.89,3.34,94.57,0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.82,2.69,0.98,0,1.81,4.48,94.95,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.66,1.56,0,1.9,3.22,94.7,-0.01,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.09,1.43,1.56,0,1.88,3.07,94.55,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.23,1.44,0,1.93,2.67,94.58,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.19,0.89,0.42,1.94,2.5,94.51,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.99,1.68,0,1.88,3.67,94.94,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0.92,2.33,1.08,0,1.88,4.33,94.4,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:03,0,1.16,1.49,0,1.9,2.65,94.47,0,25.2,6/28/18,WE4,180,
Q4,0,6/29/18 10:04,0,0.9,1.52,0,1.88,2.41,95.1,0,25.19,6/28/18,WE4,180,
Q4,0,6/29/18 10:04,0.06,1.74,1.47,0,1.87,3.27,94.8,0.01,25.19,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.53,1.63,1.15,0,1.82,3.3,93.86,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.44,0.74,1.1,0,1.84,2.28,93.58,0,26.26,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.29,1.13,1.16,0,1.84,2.59,93.81,-0.01,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.07,1.26,1.31,0,1.84,2.64,93.32,-0.01,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,1.01,1.68,0.92,0,1.8,3.61,93.83,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.08,0.96,1.37,0,1.86,2.42,93.8,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.66,2.55,1.03,0,1.76,4.24,92.77,-0.01,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0,1.32,1.44,0,1.83,2.76,93.41,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0,1,1.49,0,1.82,2.49,93.35,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.55,1.64,1.09,0,1.8,3.29,93.43,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.53,1.21,1.06,0,1.86,2.8,93.88,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:54,0.4,1.41,1.31,0,1.83,3.12,93.67,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.7,0.88,1.12,0,1.78,2.7,93.36,-0.01,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.11,1.22,1.37,0,1.84,2.69,94.04,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.81,1.34,0.92,0,1.83,3.07,93.21,-0.01,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.44,1.52,1.19,0,1.83,3.15,93.37,0,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.35,1.04,1.37,0,1.82,2.76,93.1,0,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:55,1.11,1.61,0.98,0,1.76,3.7,93.32,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.84,1.49,1.04,0,1.78,3.37,92.92,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.77,0.98,0.92,0,1.83,2.67,93.27,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.07,0.84,1.3,0,1.84,2.2,92.86,0,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.58,1.07,1.01,0,1.84,2.66,93.34,0,26.28,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.45,1.45,1.2,0,1.79,3.11,92.49,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.21,0.76,1.33,0,1.81,2.3,93.66,0,26.27,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.09,1.02,1.38,0,1.82,2.48,92.69,-0.01,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.28,1.05,1.37,0,1.79,2.7,93.39,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.66,1.19,1.19,0,1.81,3.04,93.99,0,26.29,6/28/18,WE4,180,
C1,1,6/29/18 10:55,0.78,0.89,0.95,0,1.8,2.62,93.64,0,26.29,6/28/18,WE4,180,
