Tank,TimePoint,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,ExperimentDate,WaterLocation,ExperimentJD,InitialFinal
Q1,0,7/11/18 9:11,3.35,0.97,2.27,0.69,0.66,7.27,88.52,-0.02,23.56,7/10/18,WE4,192,
Q1,0,7/11/18 9:11,3.15,0.19,1.23,2.04,0.69,6.61,88.32,0,23.56,7/10/18,WE4,192,
Q1,0,7/11/18 9:11,3.07,0.78,1.66,1.64,0.67,7.15,88.13,0.01,23.56,7/10/18,WE4,192,
Q1,0,7/11/18 9:11,2.57,1.26,2.4,0.77,0.72,6.99,88.35,-0.01,23.56,7/10/18,WE4,192,
Q1,0,7/11/18 9:11,3.63,0.79,1.66,1.27,0.62,7.35,88.46,-0.01,23.56,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.81,0.86,2.8,0.62,0.68,7.09,87.89,0,23.61,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.17,0.9,2.15,0.95,0.71,7.18,88.18,0,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.67,0.7,2.32,1.16,0.74,6.85,88.01,-0.01,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.29,0.3,1.56,1.64,0.79,6.79,87.94,-0.01,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.59,0.72,2.21,0.73,0.6,7.26,88.02,-0.01,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.88,0.99,2.83,0.48,0.69,7.18,87.84,-0.01,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.52,1.22,3.42,0,0.62,7.16,87.64,0,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.28,0.86,2.35,0.76,0.63,7.24,87.97,0,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.09,0.92,2.44,0.7,0.61,7.15,87.8,-0.02,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.16,0.81,2.22,0.72,0.66,6.92,87.75,0.01,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.13,0.84,2.35,0.64,0.62,6.96,87.83,-0.02,23.58,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.65,0.87,2.55,0.68,0.67,6.75,87.79,0.02,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.98,0.75,2.41,0.84,0.66,6.98,87.98,-0.01,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.9,0.87,2.62,0.66,0.68,7.05,87.89,0,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.37,0.7,2.09,0.89,0.63,7.04,87.98,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,1.81,1.39,3.3,0.19,0.83,6.68,87.94,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,1.09,0.83,2.77,1.51,0.79,6.2,87.82,-0.04,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.83,1.01,2.9,0.44,0.61,7.18,87.79,-0.06,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.88,0.89,2.64,0.55,0.66,6.96,87.87,-0.03,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.53,0.9,2.79,0.46,0.65,6.68,87.92,-0.05,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.34,1.13,2.75,0.62,0.74,6.84,87.63,-0.04,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.04,0.78,2.19,0.92,0.63,6.93,87.89,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.86,0.85,2.67,0.52,0.68,6.9,87.92,-0.06,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.87,0.78,2.27,0.7,0.69,6.61,88.03,-0.04,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.57,0,0.81,2.74,0.57,7.13,87.92,-0.04,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,1.91,0.72,2.26,1.4,0.88,6.29,87.87,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.9,0.91,2.46,0.49,0.67,6.76,88.18,-0.06,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.79,0.8,2.48,0.88,0.67,6.95,88.02,-0.06,23.58,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.14,0.64,2.13,0.98,0.6,6.89,87.98,-0.04,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.58,0.59,1.77,1.11,0.61,7.04,87.8,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.62,0.85,2.2,0.83,0.62,7.5,88,-0.06,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.11,0.8,2.47,0.81,0.61,7.18,88.08,-0.05,23.6,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,2.89,0.82,2.28,0.72,0.7,6.71,87.89,-0.05,23.59,7/10/18,WE4,192,
Q2,0,7/11/18 9:12,3.35,0.94,2.2,0.82,0.64,7.32,88.09,-0.04,23.6,7/10/18,WE4,192,
Q3,0,7/11/18 9:13,3.24,0.82,2.43,0.79,0.66,7.27,88.26,0,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:13,2.97,0.99,2.96,0.46,0.63,7.38,88.19,-0.05,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.49,0.82,2.09,0.86,0.58,7.26,88.33,-0.02,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.25,0.91,2.46,0.73,0.62,7.35,88.25,-0.04,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.62,0.79,2.34,0.83,0.58,7.57,88.26,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.82,1.04,2.49,0.58,0.63,6.94,88.31,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.1,0.67,1.96,1.23,0.65,6.96,88.31,-0.02,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.11,0.89,2.45,0.66,0.62,7.11,88.24,-0.02,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.42,0.86,2.46,0.66,0.62,7.41,88.22,-0.05,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.14,1.04,2.47,0.6,0.66,7.25,88.18,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.25,0.86,2.14,0.86,0.67,7.1,88.15,-0.04,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.44,0.65,1.75,1.19,0.68,7.03,88.19,-0.04,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.16,0.88,2.5,0.7,0.59,7.23,88.04,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.49,1.14,2.59,0.73,0.72,6.95,88.09,-0.04,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.57,1.16,2.91,0.33,0.65,6.97,88.15,-0.04,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.72,0.9,2.62,0.65,0.66,6.89,88.29,-0.02,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.31,0.88,2.23,0.86,0.65,7.28,88.21,-0.04,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.08,1.08,2.73,0.58,0.68,7.47,88.42,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.01,0.98,2.55,0.59,0.67,7.13,88.15,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.53,0.86,2.01,0.79,0.66,7.19,88.36,-0.05,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.48,0.89,2.85,0.81,0.71,7.03,88.18,-0.01,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.8,0.85,2.43,1,0.64,7.08,88.3,-0.03,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.48,0.97,2.44,0.59,0.63,7.48,88.25,-0.02,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.53,0.5,1.51,1.52,0.63,7.06,88.26,-0.05,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.72,0.96,2.86,0.49,0.57,7.02,88.15,-0.03,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.17,0.89,2.27,0.77,0.63,7.1,88.37,0.02,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.99,0.94,2.58,0.54,0.61,7.04,88.13,0.04,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,3.05,0.97,2.39,0.66,0.64,7.08,88.25,0.02,23.62,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.2,1.08,3.09,0.49,0.61,6.87,88.28,0.02,23.61,7/10/18,WE4,192,
Q3,0,7/11/18 9:14,2.73,0.88,2.47,0.62,0.65,6.7,88.23,0.01,23.62,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.95,0.9,1.93,0.98,0.53,7.76,87.6,0,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.23,1.1,2.5,0.55,0.49,7.38,87.66,0.07,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.62,0.67,1.98,1.07,0.5,7.34,87.51,0.02,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.21,0.87,2.47,0.65,0.54,7.2,87.58,0.01,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,2.83,0.91,2.62,0.59,0.56,6.95,87.69,0.02,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.59,0.91,2.26,0.6,0.49,7.36,87.55,0.02,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.35,0.92,2.44,0.71,0.52,7.43,87.44,0.05,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.36,0.9,2.4,0.62,0.48,7.28,87.61,0.04,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.55,0.88,2.34,0.69,0.51,7.46,87.56,0,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.55,0.81,2.35,0.83,0.51,7.54,87.51,0.04,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.46,0.76,2.15,0.85,0.52,7.23,87.51,0,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.57,0.74,2.13,0.96,0.51,7.4,87.51,0.02,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,2.84,0.52,2.42,1.41,0.6,7.18,87.55,0.02,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.58,0.81,2,0.9,0.58,7.29,87.61,0.05,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,4.07,0.71,1.83,0.97,0.47,7.58,87.6,0,23.66,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.68,0.64,2.06,0.95,0.54,7.32,87.39,0.03,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.38,0.67,1.72,1.24,0.56,7.01,87.55,0,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,2.8,0.79,2.44,0.96,0.56,6.99,87.57,0.01,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.26,0.69,2.22,1,0.51,7.18,87.47,-0.02,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,4.49,0.75,1.83,0.91,0.48,7.98,87.31,0,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.34,0.77,2.24,0.84,0.5,7.19,87.7,-0.02,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.54,0.44,1.67,1.54,0.64,7.18,87.95,-0.01,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.39,0.74,2.13,1.02,0.52,7.27,87.53,-0.04,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.69,0.83,2.15,0.83,0.49,7.5,87.46,-0.02,23.66,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.52,0.82,1.78,1.37,0.52,7.5,87.45,-0.01,23.64,7/10/18,WE4,192,
Q4,0,7/11/18 9:15,3.71,0.92,1.82,1.26,0.57,7.7,87.69,-0.03,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:16,3.29,0.72,2.58,0.82,0.48,7.41,87.48,-0.04,23.65,7/10/18,WE4,192,
Q4,0,7/11/18 9:16,2.98,0.84,2.11,1.13,0.62,7.07,87.43,-0.05,23.65,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.83,0.93,2.47,0.4,0.52,6.62,87.7,0,25.66,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.59,1.16,2.33,0.66,0.59,6.74,87.66,0.04,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.9,0.79,2.24,0.74,0.61,6.66,87.8,0.03,25.67,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.99,0.86,2.65,0.37,0.48,6.86,87.85,0.01,25.67,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.86,1.01,2.68,0.2,0.54,6.75,87.71,0,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.86,0.74,2.01,0.84,0.55,6.46,87.75,-0.02,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.47,0.93,2.78,0.35,0.55,6.53,87.65,0.04,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.78,0.83,2.2,0.69,0.56,6.5,87.76,0.02,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.09,0.96,2.04,0.59,0.55,6.68,87.78,0.02,25.69,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.34,1.84,3.03,0.02,0.53,7.22,87.61,0.03,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.91,0.87,2.42,0.47,0.54,6.67,87.74,0.04,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.3,0.81,2.24,0.47,0.49,6.82,87.8,0.06,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.81,0.96,2.01,0.98,0.56,6.76,87.67,0.08,25.67,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.8,0.89,2.6,0.27,0.5,6.56,87.78,0.06,25.68,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.72,0.97,3.07,0,0.49,6.76,87.75,0.05,25.7,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.56,0.99,3.06,0,0.55,6.61,87.67,0,25.69,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.53,0.57,1.65,1.06,0.54,6.81,87.8,0.02,25.7,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.01,0.78,2.13,0.57,0.53,6.5,87.77,0.04,25.7,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.74,1.01,2.41,0.31,0.56,6.47,87.73,0.03,25.7,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.89,0.94,2.43,0.38,0.56,6.64,87.58,0.04,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.47,1,2.59,0.21,0.53,6.28,87.73,-0.01,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.86,0.81,2.11,0.81,0.54,6.59,87.68,0,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.51,1.23,2.58,0.28,0.55,6.61,87.62,0.02,25.7,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.92,0.85,2.32,0.52,0.53,6.6,87.6,0.02,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.3,1.04,2.08,0.71,0.55,7.14,87.72,0.01,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,3.03,0.8,1.87,0.79,0.54,6.49,87.87,0,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:23,2.55,1.29,2.77,0,0.52,6.61,87.81,0,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.91,0.96,2.63,0.25,0.54,6.75,87.66,0.03,25.71,7/10/18,WE4,192,
C1,1,7/11/18 10:24,3.02,0.96,2.37,0.37,0.52,6.73,87.65,0.04,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.57,0.97,2.72,0.28,0.51,6.54,87.79,-0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,3.05,0.82,2.12,0.56,0.51,6.54,87.78,0.02,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.49,1.26,3.04,0.11,0.55,6.9,87.58,0.03,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.75,0.75,2.22,0.53,0.5,6.25,87.66,0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.91,0.74,2.14,0.45,0.57,6.25,87.89,0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.61,0.97,2.36,0.31,0.54,6.26,87.78,-0.02,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.81,1.65,2.66,0,0.52,7.12,87.62,0.03,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,3.45,0.58,1.56,1.02,0.55,6.61,87.47,0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.66,0.95,2.55,0.21,0.57,6.37,87.75,0.02,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.91,0.75,2.1,0.64,0.51,6.4,87.79,0.01,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.79,1.15,2.55,0.06,0.54,6.56,87.82,-0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,3.09,0.87,2.1,0.59,0.52,6.65,87.81,0.01,25.74,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.49,1.53,2.83,0,0.53,6.85,87.77,0.04,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.45,1.25,3.02,0,0.48,6.71,87.73,-0.03,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.22,1.4,3.06,0.04,0.54,6.73,87.38,-0.01,25.74,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.43,1.11,3.07,0,0.5,6.61,87.76,0,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,1.85,1.14,3.36,0,0.53,6.36,87.64,-0.01,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.32,1.08,3.1,0,0.51,6.5,87.95,0,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.86,0.84,2.64,0.35,0.53,6.69,87.73,0,25.72,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.38,0.87,2.96,0.4,0.54,6.62,87.82,-0.03,25.73,7/10/18,WE4,192,
C1,1,7/11/18 10:24,3.16,0.8,2.12,0.71,0.51,6.79,87.76,0.05,25.74,7/10/18,WE4,192,
C1,1,7/11/18 10:24,2.76,0.81,2.4,0.42,0.51,6.38,87.74,-0.04,25.73,7/10/18,WE4,192,
C2,1,7/11/18 10:25,3.15,0.91,2.49,0.53,0.53,7.09,87.54,0,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:25,2.92,0.92,2.88,0.24,0.53,6.96,87.5,0.02,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.88,0.84,2.62,0.4,0.51,6.74,87.55,0.04,25.76,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.36,0.95,2.31,0.6,0.52,7.21,87.64,0.03,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.21,0.86,2.37,0.56,0.51,6.99,87.68,0.04,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.94,0.99,2.75,0.2,0.49,6.89,87.62,0.01,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.52,0.77,2.2,0.68,0.48,7.16,87.6,0.04,25.76,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.03,1.04,2.81,0.27,0.49,7.16,87.57,0.01,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.92,0.8,2.37,0.63,0.54,6.72,87.74,0.07,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.81,0.99,2.74,0.44,0.53,6.97,87.56,0.02,25.76,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.93,0.78,2.56,0.54,0.5,6.82,87.65,0.02,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.82,1.39,2.93,0.02,0.54,7.16,87.71,0.11,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3,0.67,2.37,0.65,0.52,6.68,87.69,0.1,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.88,1,2.89,0.09,0.51,6.86,87.71,0.07,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.25,0.86,2.6,0.48,0.48,7.19,87.7,0.06,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.02,1.04,2.67,0.25,0.49,6.98,87.56,0.04,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.99,1.21,2.72,0.08,0.46,7,87.84,0.05,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.28,0.86,2.8,0.28,0.5,7.22,87.66,0.01,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.23,0.82,2.57,0.34,0.52,6.95,87.77,0.04,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.12,1.23,2.45,0.28,0.52,7.08,87.64,0.04,25.79,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.17,0.95,2.77,0.34,0.49,7.23,87.7,0.04,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.24,0.85,2.47,0.35,0.51,6.92,87.82,0.05,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.37,0.91,2.35,0.6,0.46,7.23,87.74,0.03,25.77,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.93,1.12,2.66,0.19,0.52,6.9,87.7,0.05,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.05,0.8,2.56,0.36,0.48,6.78,87.77,0.05,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.15,0.93,2.75,0.09,0.47,6.93,87.8,0.03,25.79,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.89,0.9,2.34,0.6,0.55,6.73,87.65,0.06,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.92,0.75,2.41,0.55,0.52,6.62,87.73,0.05,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.05,1.01,2.62,0.17,0.48,6.86,87.71,0.01,25.79,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.7,0.95,2.89,0.39,0.49,6.93,87.75,0.04,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,2.97,1.13,2.83,0.07,0.53,7,87.61,0.04,25.8,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.14,1.3,2.81,0.01,0.53,7.25,87.52,0.07,25.79,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.35,0.77,2.07,0.71,0.51,6.91,87.8,0.03,25.78,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.2,0.81,2.31,0.67,0.47,6.99,87.71,0.07,25.79,7/10/18,WE4,192,
C2,1,7/11/18 10:26,3.18,0.95,2.86,0.17,0.46,7.15,87.82,0.11,25.79,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.09,1.09,3.44,0,0.48,6.63,87.18,0,25.85,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.72,1.19,2.85,0.02,0.46,6.78,87.14,0,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.14,1.05,2.41,0.39,0.45,6.99,87.35,0,25.85,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.24,1.2,2.37,0.19,0.48,7,87.17,0.02,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.75,1.18,2.73,0.22,0.5,6.88,87.18,0.02,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.28,0.92,2.38,0.37,0.49,6.94,87.11,0.04,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.12,0.98,2.24,0.43,0.46,6.77,87.15,0.03,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.21,0.95,2.16,0.6,0.46,6.92,87.26,0.07,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.65,1.12,2.72,0.13,0.52,6.63,87.24,0.06,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.89,1.1,2.42,0.44,0.5,6.84,87.29,0.07,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.08,1.04,2.49,0.31,0.46,6.91,87.18,0.07,25.85,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.83,0.99,1.74,0.72,0.45,7.28,87.21,0.06,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.43,0.85,2.05,0.64,0.45,6.98,87.25,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.91,0.99,2.41,0.35,0.5,6.65,87.27,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.62,1.12,2.88,0.19,0.52,6.81,87.21,0,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.79,0.91,2.59,0.44,0.46,6.72,87.25,-0.01,25.86,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.41,0.74,1.82,0.84,0.49,6.8,87.24,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:29,2.87,1.51,2.89,0.03,0.48,7.29,87.17,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:29,3.46,0.81,1.91,0.84,0.45,7.03,87.26,0.02,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.37,0.87,2.07,0.57,0.47,6.87,87.21,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.37,0.84,2.13,0.47,0.45,6.81,87.25,0.03,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,2.99,1.15,2.72,0.1,0.46,6.97,87.26,0.04,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.13,0.97,2.23,0.5,0.48,6.83,87.29,0.01,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.01,0.89,2.4,0.51,0.48,6.82,87.26,0.01,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.47,0.95,2.11,0.39,0.43,6.93,87.23,0.01,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.25,0.87,2.42,0.42,0.42,6.96,87.16,0,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,2.86,1.01,2.57,0.29,0.44,6.74,87.27,0,25.87,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.27,0.85,2.28,0.54,0.43,6.94,87.33,0.01,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.06,1.22,2.42,0.35,0.48,7.05,87.24,-0.01,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.41,0.78,2.15,0.6,0.47,6.94,87.1,0.01,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.38,1.22,2.4,0.21,0.5,7.21,87.23,0.03,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.38,0.95,2.39,0.29,0.41,7.01,87.29,0.03,25.88,7/10/18,WE4,192,
C3,1,7/11/18 10:30,3.34,0.72,1.93,0.71,0.5,6.71,87.19,0.01,25.88,7/10/18,WE4,192,
