"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"TW10",0,0.0304914841160064,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae8","06/12","2019 Lake Huron","No change","TW10 (Mae8)"
"LE19-10",0,0.035897013020471,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae3_3","06/12","2019 Lake Huron","No change","LE19-10 (Mae3_3)"
"LE19-12",0,0.00848597483020087,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae1","06/12","2019 Lake Huron","No change","LE19-12 (Mfl_ae1)"
"LE19-13",0,0.0801902782450253,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae1","06/12","2019 Lake Huron","No change","LE19-13 (Mfl_ae1)"
"LE19-196",0,0.0169609752758347,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae5","06/12","2019 Lake Huron","No change","LE19-196 (Mae5)"
"LE19-197",0,0.0203531721026541,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae1","06/12","2019 Lake Huron","No change","LE19-197 (Mfl_ae1)"
"LE19-281",0,0.0185045581236523,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae3_3","06/12","2019 Lake Huron","No change","LE19-281 (Mae3_3)"
"LE19-388",0,0.00205546863257623,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae3","06/12","2019 Lake Huron","No change","LE19-388 (Mfl_ae3)"
"LE19-41",0,0.0886701153905635,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae3_3","06/12","2019 Lake Huron","No change","LE19-41 (Mae3_3)"
"LE19-4",0,0.00652576662414928,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae5","06/12","2019 Lake Huron","No change","LE19-4 (Mae5)"
"LE19-55",0,0.232007677225329,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae1","06/12","2019 Lake Huron","No change","LE19-55 (Mfl_ae1)"
"LE19-59",0,0.040524784548568,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mae3_3","06/12","2019 Lake Huron","No change","LE19-59 (Mae3_3)"
"LE19-98",0,0.000253070833139477,0,1,1,-7.25529945791638,"Not Significant","logqc_LH_19_06_12","Lake Huron","19_06_12","2019","06","12","Mfl_ae1","06/12","2019 Lake Huron","No change","LE19-98 (Mfl_ae1)"
"NIES-4285",-0.208389485508065,0.0209054276086438,-5.43700918527913,1.3406746895339e-06,0.000244002793495171,5.20194445408754,"Decreased","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","2019 Lake Erie","NIES-4285 (Mae1)"
"0824",0.286963639506583,0.0337903604092532,3.98815201436308,0.000201848649193539,0.0163526317544307,0.577490648328563,"Increased","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae5","07/18","2019 Lake Erie","2019 Lake Erie","0824 (Mfl_ae5)"
"DA14",-0.124466594351252,0.00571196148917547,-3.89870017148041,0.000269548875073033,0.0163526317544307,0.313214643268033,"Decreased","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","2019 Lake Erie","DA14 (Mae1)"
"EAWAG127a",1.31366109072338,0.222501133930924,3.75269921985034,0.000429333375139837,0.0195346685688626,-0.111108594920481,"Increased","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae6","07/18","2019 Lake Erie","2019 Lake Erie","EAWAG127a (Mae6)"
"LE19-10",-0.261234297005529,0.035897013020471,-3.33661306118906,0.00154032680937539,0.056067895861264,-1.26771604876362,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae3_3","07/18","2019 Lake Erie","No change","LE19-10 (Mae3_3)"
"LE19-55",0.677785528496095,0.232007677225329,3.23378975009865,0.00208655555873986,0.0632921852817757,-1.54036006984857,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae1","07/18","2019 Lake Erie","No change","LE19-55 (Mfl_ae1)"
"LE3",-0.329939364097688,0.0550937925627485,-3.06839551410942,0.00336276548831817,0.0863309892347745,-1.96695062559322,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","No change","LE3 (Mae1)"
"LE19-196",-0.121941372359066,0.0169609752758347,-3.02572324028608,0.0037947687575725,0.0863309892347745,-2.0745251859159,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae5","07/18","2019 Lake Erie","No change","LE19-196 (Mae5)"
"Ma_AC_P_19900807_S300",0.27722208147515,0.0918720102450322,2.68758581621616,0.00954924358068409,0.193106925742723,-2.88852032887444,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","No change","Ma_AC_P_19900807_S300 (Mae1)"
"Mp_MB_F_20080800_S26D",0.478666504511389,0.310031748566602,2.36373007006579,0.0217220840111957,0.395341929003762,-3.5991167284508,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mpa","07/18","2019 Lake Erie","No change","Mp_MB_F_20080800_S26D (Mpa)"
"PCC_9807",0.282058649182289,0.0953927111816176,2.27528320161157,0.0268847732733148,0.414052556734508,-3.78054688051138,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae4","07/18","2019 Lake Erie","No change","PCC_9807 (Mae4)"
"L311-01",0.127210336567104,0.0187007574921333,2.23679302230809,0.0294530679446994,0.414052556734508,-3.85773751701228,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","No change","L311-01 (Mae1)"
"SX13-11",0.130692478500402,0.017622386286122,2.23503797987135,0.0295751826238935,0.414052556734508,-3.86123140399828,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae2_(HL/LG)","07/18","2019 Lake Erie","No change","SX13-11 (Mae2_(HL/LG))"
"T1-4",-0.692431437110108,0.676099264574117,-2.0027840007396,0.0502345243353185,0.564876064668368,-4.3032954940354,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae2","07/18","2019 Lake Erie","No change","T1-4 (Mfl_ae2)"
"NIES-44",0.807050979559284,1.07510902301778,1.97243860411609,0.0536924080296467,0.564876064668368,-4.3580132717531,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae8","07/18","2019 Lake Erie","No change","NIES-44 (Mae8)"
"S11-01",0.469222656252724,0.197274366514199,1.96247633384398,0.0548712982110378,0.564876064668368,-4.37582039525524,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae2_(LL/LG)","07/18","2019 Lake Erie","No change","S11-01 (Mae2_(LL/LG))"
"FACHB-524",-0.166347233140427,0.0547789840713263,-1.96096442731057,0.055052135574752,0.564876064668368,-4.37851607979288,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","No change","FACHB-524 (Mae1)"
"TW10",0.159753302939479,0.0304914841160064,1.95420514493915,0.0558668635386298,0.564876064668368,-4.39054579215745,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae8","07/18","2019 Lake Erie","No change","TW10 (Mae8)"
"Mf_QC_C_20070823_S10D",0.042042252367638,0.00757522624448734,1.91194751713224,0.0611978220000867,0.569283181754591,-4.46493906361623,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae1","07/18","2019 Lake Erie","No change","Mf_QC_C_20070823_S10D (Mfl_ae1)"
"LE19-13",0.260182337915985,0.0801902782450253,1.90166549173971,0.0625585914016034,0.569283181754591,-4.48282703378013,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae1","07/18","2019 Lake Erie","No change","LE19-13 (Mfl_ae1)"
"KLA2",0.543478736434196,0.368715473471586,1.80400424321585,0.0768127351462806,0.637301752282913,-4.64852503511296,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae1","07/18","2019 Lake Erie","No change","KLA2 (Mae1)"
"Mp_GB_SS_20050300_S99",0.0796914422098076,0.011287167771039,1.80259753390619,0.0770364755506818,0.637301752282913,-4.65085570336609,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mpa","07/18","2019 Lake Erie","No change","Mp_GB_SS_20050300_S99 (Mpa)"
"NIES-87",0.461518935112558,0.746447175377667,1.71351154726217,0.0923578904981679,0.708229906326198,-4.79517124149426,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mfl_ae6","07/18","2019 Lake Erie","No change","NIES-87 (Mfl_ae6)"
"G13-10",-1.1452121051218,1.91344585883941,-1.70794770293071,0.0933929546803778,0.708229906326198,-4.80396851030468,"Not Significant","logqc_LE_19_07_18","Lake Erie","19_07_18","2019","07","18","Mae2_(HL/LG)","07/18","2019 Lake Erie","No change","G13-10 (Mae2_(HL/LG))"
